C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.11CEST18:35:47

Vmag <   6 & cat = '*' &
(pm <   0 | pm   > 0) &
(plx   > 0 | plx <   0) &
(radvel   > 0 | radvel <   0)
-----------------------------------------------------------------------------------------------------------

Number of objects : 2885

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
2258;* 41 Cyg                           ;V* ;307.3488983833 +30.3685546603      ;     6.89 -0.87     ;4.24      ;-18.21     ;4.01     
2259;* 32 Vul                           ;V* ;313.6401632302300 +28.0576236929100;  -3.665 -1.154     ;5.3203    ;5.53       ;5.01     
2260;* 31 Vul                           ;SB*;313.0320425313600 +27.0969441985600;-76.611 -56.516     ;14.7064   ;0.47       ;4.568    
2261;* omi CrB                          ;PM*;230.0356610434200 +29.6162070173000;-117.972 -42.922    ;11.9113   ;-53.747    ;5.51     
2262;* chi Boo                          ;PM*;228.6214947808500 +29.1642963732500; -69.512 28.662     ;13.3668   ;-16.00     ;5.272    
2263;* eta CrB                          ;SB*;230.80127231 +30.28782502          ; 116.83 -171.37     ;55.98     ;-7.26      ;4.98     
2264;* tet CrB                          ;Be*;233.23242560 +31.35913227          ;   -20.15 -9.39     ;8.69      ;-25.70     ;4.13     
2265;* pi. CrB                          ;*  ;235.9970805821000 +32.5158059151400; -30.287 -9.363     ;12.5965   ;-4.94      ;5.575    
2266;* c Her                            ;** ;257.0085903716899 +35.9351886711000;-22.732 -20.110     ;18.2039   ;-31.50     ;5.39     
2267;* pi. Her                          ;V* ;258.7618098475 +36.8091623167      ;    -27.29 2.82     ;8.66      ;-25.57     ;3.18     
2268;* e Her                            ;PM*;259.4177216585500 +37.2915062875800; -38.796 58.493     ;18.6546   ;-9.90      ;4.65     
2269;* rho Her A                        ;** ;260.9205607021299 +37.1459240266500;  -39.617 3.554     ;9.9491    ;-21.0      ;4.510    
2270;* rho Her B                        ;*  ;260.9196540814400 +37.1467847100800;  -39.960 7.346     ;8.9108    ;-19.3      ;5.398    
2271;* tet Her                          ;V* ;269.0632522675 +37.2505373197      ;      2.67 6.47     ;4.33      ;-28.32     ;3.88     
2272;* zet01 Lyr                        ;SB*;281.1931556396 +37.6051158481      ;    29.04 27.03     ;20.89     ;-24.90     ;4.36     
2273;* zet02 Lyr                        ;*  ;281.2008299447800 +37.5945995951600;  23.969 23.461     ;20.6386   ;-25.00     ;5.585    
2274;NAME Vega                          ;dS*;279.23473479 +38.78368896          ;  200.94 286.23     ;130.23    ;-20.60     ;0.03     
2275;* del01 Lyr                        ;SB*;283.4314964369700 +36.9717187898800;   1.404 -2.884     ;2.8133    ;-25.8      ;5.573    
2276;* del02 Lyr                        ;LP*;283.6261806258 +36.8986148142      ;     -7.36 4.06     ;4.43      ;-25.55     ;4.30     
2277;* iot Lyr                          ;Be*;286.8255513620700 +36.1001590179100;  -1.287 -4.693     ;3.3932    ;-26.00     ;5.253    
2278;* 4 Cyg                            ;a2*;291.5380288645200 +36.3178978187100;   4.497 13.514     ;5.7765    ;-22.0      ;5.15     
2279;* 8 Cyg                            ;*  ;292.9430076608 +34.4529687342      ;     1.16 -3.47     ;3.79      ;-21.20     ;4.72     
2280;* eta Cyg                          ;*  ;299.0765509262 +35.0834229886      ;  -33.61 -27.87     ;24.17     ;-25.87     ;3.880    
2281;* 39 Cyg                           ;SB*;305.9650862454 +32.1901719714      ;    35.84 -5.83     ;13.05     ;-17.18     ;4.44     
2282;* 52 Cyg                           ;*  ;311.4156376663 +30.7197154383      ;    -8.98 24.11     ;16.22     ;-0.58      ;4.23     
2283;* del Boo                          ;PM*;228.8756789658 +33.3148312661      ;  84.74 -111.58     ;26.78     ;-12.29     ;3.49     
2284;* 50 Boo                           ;PM*;230.4523963080400 +32.9336939369600; -48.580 13.647     ;12.0865   ;-9.00      ;5.372    
2285;* kap CrB                          ;PM*;237.8080470598467 +35.6573815808772;-8.669 -348.350     ;33.3433   ;-24.996    ;4.82     
2286;* tau CrB                          ;PM*;242.2429538510379 +36.4908705687333;-59.431 332.280     ;29.0217   ;-20.30     ;4.73     
2287;* 25 Her                           ;** ;246.3507034261600 +37.3940518970200;  4.366 -16.526     ;13.1903   ;-1.30      ;5.540    
2288;* eta Her                          ;PM*;250.7240212279 +38.9222535744      ;   35.41 -85.30     ;30.02     ;8.325      ;3.50     
2289;* f Her                            ;PM*;268.3251130590600 +40.0079614730500;   7.426 50.451     ;8.747     ;-35.76     ;5.15     
2290;NAME Alathfar                      ;*  ;276.0574401157300 +39.5072381075400; -21.558 -5.091     ;7.5624    ;-24.0      ;5.12     
2291;* eps01 Lyr A                      ;PM*;281.0847656093200 +39.6701291681900;  13.900 62.391     ;20.6911   ;-31.0      ;4.991    
2292;* eps01 Lyr                        ;** ;281.08477455 +39.67012591          ;    11.09 61.39     ;20.09     ;-31.20     ;4.66     
2293;* eps02 Lyr                        ;** ;281.09491902 +39.61271808          ;     6.18 50.42     ;20.97     ;-24.40     ;5.23     
2294;* eps02 Lyr A                      ;** ;281.0949125486900 +39.6127146026100;   7.207 49.009     ;20.3393   ;-24.2      ;5.23     
2295;* eps02 Lyr B                      ;PM*;281.0957644236399 +39.6127947724000;   4.371 65.844     ;20.4544   ;-28        ;5.35     
2296;NAME Aladfar                       ;SB*;288.4395346796 +39.1459666919      ;    -0.60 -1.26     ;2.35      ;-8.1       ;4.398    
2297;* tet Lyr                          ;*  ;289.0920619700 +38.1337287342      ;     -0.80 0.36     ;3.92      ;-27.42     ;4.38     
2298;* 19 Cyg                           ;LP*;297.6416477124800 +38.7224180923200; 11.629 105.208     ;4.571     ;-38.89     ;5.12     
2299;* 15 Cyg                           ;PM*;296.0691883399700 +37.3543561508400;  72.665 35.379     ;11.0494   ;-23.75     ;4.887    
2300;* 25 Cyg                           ;Be*;299.9799808107100 +37.0428854613600;   0.930 -0.226     ;2.443     ;-14.60     ;5.19     
2301;* b03 Cyg                          ;dS*;303.6334681420099 +36.8063058080900;  68.090 69.404     ;24.5456   ;-17.3      ;4.99     
2302;* b02 Cyg                          ;Be*;302.3567460879700 +36.8396205440000;   2.739 13.168     ;3.8921    ;-13.6      ;4.93     
2303;* 35 Cyg                           ;SB*;304.6627999701400 +34.9827705521400;  -2.802 -4.292     ;0.974     ;-20.20     ;5.162    
2304;* 47 Cyg                           ;SB*;308.4757837156300 +35.2508441796800;  -3.612 -4.166     ;0.8792    ;-4.63      ;4.636    
2305;NAME Aljanah                       ;** ;311.5528431704 +33.9702569239      ;  355.66 330.60     ;44.86     ;-12.599    ;2.480    
2306;* 49 Cyg                           ;** ;310.2605925629399 +32.3072885222800;  3.150 -11.184     ;3.6839    ;-25.84     ;5.638    
2307;* lam CrB                          ;PM*;238.9482803457599 +37.9469569268800;  29.460 79.199     ;23.7741   ;-11.60     ;5.424    
2308;* g Her                            ;AB*;247.1606191046 +41.8816779425      ;    30.16 -5.14     ;9.21      ;1.49       ;5.01     
2309;* sig Her                          ;** ;248.5257601102700 +42.4370094863000; -15.384 44.260     ;10.856    ;-10.90     ;4.196    
2310;* 13 Lyr                           ;LP*;283.8337592854 +43.9460920803      ;    21.05 82.06     ;10.94     ;-27.15     ;4.00     
2311;* 22 Cyg                           ;SB*;298.9656704715900 +38.4867191233900;   3.676 -2.695     ;2.5612    ;-30.1      ;4.946    
2312;* P Cyg                            ;s*b;304.4466753517 +38.0329313122      ;    -3.18 -6.45     ;0.32      ;-8.90      ;4.82     
2313;* 36 Cyg                           ;*  ;304.6193967396799 +36.9998042138600;  40.228 20.979     ;16.7248   ;-8.00      ;5.58     
2314;* 40 Cyg                           ;PM*;306.8927460268500 +38.4403506616500;-28.342 -68.976     ;12.1      ;0.4        ;5.62     
2315;* 42 Cyg                           ;pA*;307.3349589398699 +36.4547271461400;   2.143 -2.223     ;0.857     ;-18.0      ;5.899    
2316;* lam Cyg                          ;** ;311.85224026 +36.49071491          ;    14.71 -8.96     ;4.24      ;-23.20     ;4.54     
2317;* h02 Pup                          ;SB*;123.5122057034400 -40.3478671389700; 38.196 -70.153     ;10.489    ;13.5       ;4.44     
2318;NAME Hadir                         ;SB*;112.3076270487 -43.3014332394      ;  -59.55 188.31     ;16.84     ;87.30      ;3.25     
2319;* M Pup                            ;*  ;109.5177055023800 -43.9867857875500;  -9.483 -5.396     ;5.1842    ;13.00      ;5.839    
2320;* L01 Pup                          ;a2*;108.3056275022800 -45.1827375993700;-25.166 -87.380     ;17.3622   ;4.3        ;4.874    
2321;* L02 Pup                          ;AB*;108.3846605984317 -44.6397088588789;106.757 323.164     ;17.7906   ;53.00      ;5.10     
2322;* X Pup                            ;PM*;102.4775681014583 -46.6145615862706; -0.932 373.786     ;39.6665   ;20.85      ;5.14     
2323;* del Cae                          ;*  ;067.7087489082400 -44.9537499010700;   1.683 -3.139     ;4.7826    ;14.20      ;5.059    
2324;* del Hor                          ;** ;062.7107886408 -41.9935704858      ;   199.08 70.18     ;18.24     ;38.30      ;4.93     
2325;* alf Hor                          ;PM*;063.5004759275692 -42.2943685430919;41.992 -203.157     ;27.7210   ;21.749     ;3.86     
2326;* y Eri                            ;*  ;054.2736584858100 -40.2746603362000; -12.532 -9.929     ;13.2285   ;11.50      ;4.58     
2327;* k01 Vel                          ;** ;138.7382130571900 -37.6024293617500;   4.028 -5.627     ;5.1875    ;5.46       ;5.850    
2328;* l Vel                            ;PM*;138.9029505760700 -38.5699429610100;-71.038 -10.227     ;14.1358   ;1.62       ;4.94     
2329;* k Vel                            ;*  ;138.9378323607500 -37.4131438565900;  13.859 -7.738     ;20.2065   ;12.41      ;4.62     
2330;* h Vel                            ;*  ;132.4131621086200 -40.3201577653600;  -9.293 -1.012     ;2.6706    ;16.9       ;5.465    
2331;* e Vel                            ;*  ;129.4109699183 -42.9890804014      ;    -10.75 9.66     ;1.79      ;19.30      ;4.14     
2332;* O Pup                            ;*  ;119.4654964997700 -45.5776690591700; -16.683 30.084     ;11.2254   ;50.8       ;5.123    
2333;* N Pup                            ;*  ;119.3267566946 -44.1098592114      ;    -11.05 6.72     ;2.98      ;15.8       ;5.064    
2334;* Q Pup                            ;PM*;117.0840017738 -47.0777218167      ; -101.85 -78.08     ;14.04     ;-0.02      ;4.71     
2335;* P Pup                            ;** ;117.3095639908 -46.3732061678      ;     -4.37 8.66     ;1.98      ;24.0       ;4.11     
2336;* I Pup                            ;a2*;108.1401040633 -46.7593041422      ; -136.17 107.12     ;46.67     ;0.10       ;4.49     
2337;* V Pup                            ;V* ;099.6568155600500 -48.2201836746300;   4.003 19.658     ;6.6547    ;28.77      ;5.03     
2338;* G Pup                            ;** ;096.43188785 -48.17689908          ;   -2.73 -20.54     ;5.55      ;10.80      ;5.76     
2339;* eta01 Pic                        ;PM*;075.7028586382400 -49.1514063498400; -43.985 27.519     ;38.0941   ;21.4       ;5.372    
2340;* eta02 Pic                        ;PM*;076.2417258395400 -49.5778340902800;  68.621 -2.210     ;7.327     ;36.55      ;5.01     
2341;* psi For                          ;PM*;043.3933203215500 -38.4370012594200;  58.249 35.140     ;17.6681   ;28.58      ;5.926    
2342;* w Vel                            ;SB*;135.0225377212 -41.2536052556      ;   -40.08 54.59     ;15.50     ;-6.5       ;4.446    
2343;* d Vel                            ;*  ;131.0997794755900 -42.6492774576200; -23.778 19.524     ;14.0387   ;-1.84      ;4.046    
2344;* gam01 Vel                        ;SB*;122.3721564041000 -47.3452815034200;   -6.243 9.475     ;2.6052    ;20.0       ;4.173    
2345;NAME Regor                         ;WR*;122.38312556 -47.33658633          ;    -6.07 10.43     ;2.92      ;15.00      ;1.83     
2346;* J Pup                            ;*  ;118.3256579988 -48.1029343544      ;     -5.60 5.76     ;1.97      ;41.00      ;4.24     
2347;* y03 Pup                          ;cC*;114.5758684757400 -48.6014345993800;   -3.857 5.651     ;1.2142    ;11.0       ;5.658    
2348;* y02 Pup                          ;*  ;114.1830003236500 -48.8301660209300;   -6.689 1.023     ;6.971     ;-1.20      ;5.680    
2349;* 23 Car                           ;V* ;105.2145218005700 -51.4025859708100; -21.396 20.144     ;4.3905    ;5.3        ;5.151    
2350;* H Pup                            ;PM*;105.9733421866800 -49.5839387225300;-56.878 149.108     ;16.2073   ;26.8       ;4.925    
2351;NAME Altaleban                     ;SB*;102.4840352479 -50.6145676878      ;   34.36 -69.11     ;17.92     ;34.40      ;2.93     
2352;* N Car                            ;*  ;098.7440830375 -52.9756088556      ;    -7.65 10.54     ;2.39      ;22.50      ;4.40     
2353;NAME Canopus                       ;*  ;095.98795783 -52.69566138          ;    19.93 23.24     ;10.55     ;20.30      ;-0.74    
2354;* bet Pic                          ;PM*;086.8211987087 -51.0665114264      ;     4.65 83.10     ;51.44     ;20.00      ;3.86     
2355;* zet Pic                          ;PM*;079.8422292143100 -50.6059671657800; 23.314 227.768     ;27.8694   ;44.51      ;5.45     
2356;* lam Pic                          ;PM*;070.6934316912600 -50.4813348633900; -36.013 34.684     ;9.2103    ;4.6        ;5.298    
2357;* e Eri                            ;PM*;049.9818788009275 -43.0697819967850;3035.017 726.964    ;165.5242  ;87.882     ;4.27     
2358;* iot Eri                          ;PM*;040.1668125225 -39.8553761503      ;  135.92 -27.53     ;21.65     ;-9.30      ;4.116    
2359;* psi Vel                          ;** ;142.67499823 -40.46673935          ;  -147.98 61.35     ;53.15     ;8.80       ;3.60     
2360;* z Vel                            ;*  ;138.6020243588900 -43.2274894377300; -24.066 13.306     ;5.3395    ;15.00      ;5.25     
2361;NAME Suhail                        ;LP*;136.99899114 -43.43259091          ;   -24.01 13.52     ;5.99      ;17.60      ;2.21     
2362;* g Vel                            ;*  ;132.4484928249000 -45.3078739487900; -12.052 14.247     ;2.5925    ;5.00       ;4.935    
2363;* a Vel                            ;*  ;131.5068496446 -46.0415289517      ;    -12.82 4.23     ;1.76      ;23.20      ;3.91     
2364;* f Vel                            ;EB*;132.6394192625500 -46.5291875852000;   -4.301 3.322     ;1.4174    ;27.17      ;5.11     
2365;* b Vel                            ;V* ;130.1565423796 -46.6487436103      ;     -6.05 4.66     ;0.67      ;25.3       ;3.81     
2366;* n Vel                            ;*  ;130.3047041727100 -47.3171304259400;  -7.808 10.611     ;1.4107    ;17.4       ;4.77     
2367;* B Vel                            ;SB*;125.63205879 -48.49037864          ;     -5.10 7.76     ;1.90      ;27.00      ;4.82     
2368;* 16 Vel                           ;V* ;123.3926946075300 -50.1960752028100;  18.742 -0.142     ;4.1002    ;-7.0       ;5.514    
2369;* Q Car                            ;V* ;113.9155095964200 -52.5338358656900; 22.335 -11.593     ;7.8078    ;62.0       ;4.920    
2370;* del Pic                          ;EB*;092.5746169863 -54.9686426192      ;     -4.90 7.41     ;2.51      ;30.6       ;4.81     
2371;* gam Pic                          ;PM*;087.4569242267 -56.1666613200      ;   81.13 -71.12     ;18.45     ;17.50      ;4.494    
2372;* iot Pic A                        ;PM*;072.7305402349800 -53.4615358653700;-100.273 85.659     ;22.7332   ;8.60       ;5.57     
2373;* gam Dor                          ;gD*;064.0066109270200 -51.4866479762100;100.502 184.180     ;48.9494   ;25.20      ;4.20     
2374;* s Eri                            ;SB*;039.9498970861000 -42.8918108620400; 118.800 -1.521     ;22.5636   ;18.00      ;4.75     
2375;* y Vel                            ;Pe*;144.5060475995200 -43.1909400669000; 27.785 -35.722     ;6.5023    ;5.33       ;5.50     
2376;* c Vel                            ;PM*;136.0386661725 -47.0977374306      ;   -47.45 -9.75     ;10.89     ;24.30      ;3.75     
2377;* D Vel                            ;V* ;130.9178042393400 -49.8228008320000;   -2.816 4.137     ;1.7815    ;28.00      ;5.16     
2378;* C Vel                            ;*  ;128.6816521494800 -49.9442021284000; -13.919 18.036     ;2.6918    ;4.25       ;5.01     
2379;* 47 Vel                           ;a2*;128.9667808140100 -50.9696468361100; -13.361 10.959     ;6.7021    ;23.1       ;5.782    
2380;* F Vel                            ;dS*;126.9024414906100 -53.0884787559800; -67.140 25.445     ;16.4909   ;24.7       ;5.073    
2381;* chi Car                          ;bC*;119.1946670558200 -52.9823454629800; -31.368 23.452     ;5.6857    ;19.4       ;3.431    
2382;* nu. Pic                          ;*  ;095.7326259170700 -56.3699668424500;-42.268 -18.616     ;18.2221   ;6.7        ;5.598    
2383;* 61 Pic                           ;V* ;097.3687422328000 -56.8527668552300; -39.146 32.260     ;10.2438   ;12.9       ;5.197    
2384;* mu. Pic                          ;** ;097.9929587972000 -58.7538364934300;   -1.302 1.637     ;5.3553    ;0.40       ;5.64     
2385;* zet Dor                          ;PM*;076.3777319755700 -57.4727046941200;-31.903 117.940     ;85.5233   ;-1.15      ;4.708    
2386;* alf Dor                          ;a2*;068.49907161 -55.04497896          ;    57.75 10.93     ;19.34     ;25.60      ;3.28     
2387;* omi Vel                          ;Pu*;130.0732730500 -52.9218889536      ;   -24.42 34.44     ;6.61      ;17.30      ;3.63     
2388;* H Vel                            ;SB*;134.0802625696500 -52.7234741184800; -16.284 14.567     ;8.2981    ;22.2       ;4.723    
2389;* lam Dor                          ;*  ;081.5802740550300 -58.9125177833600;  -9.792 33.350     ;5.9209    ;10.00      ;5.129    
2390;* kap Eri                          ;*  ;036.7463407279 -47.7038402103      ;    19.32 -5.54     ;6.42      ;25.50      ;4.25     
2391;* q Vel                            ;PM*;153.6839822071 -42.1219425811      ;  -150.09 49.44     ;32.18     ;7.4        ;3.85     
2392;* u Vel                            ;*  ;147.4880858213900 -45.7327369054600; -25.335 10.549     ;3.7394    ;12.00      ;5.084    
2393;* m Vel                            ;SB*;147.9194512924900 -46.5476222502900; -25.119 10.305     ;3.6857    ;10.8       ;4.58     
2394;* M Vel                            ;PM*;144.2064168300 -49.3550244653      ;  -130.55 42.98     ;30.94     ;17.80      ;4.35     
2395;* K Vel                            ;*  ;139.5244634032600 -51.0508566368200; -20.600 15.405     ;6.5299    ;57.00      ;5.254    
2396;* L Vel                            ;*  ;143.5366386087 -51.2552648869      ;     -8.55 7.08     ;3.61      ;35.00      ;5.03     
2397;* f Car                            ;Be*;131.6772886796 -56.7697756133      ;     -9.29 8.85     ;5.39      ;27.00      ;4.49     
2398;* del Vel                          ;EB*;131.17594410 -54.70881925          ;  28.99 -103.35     ;40.49     ;2.20       ;1.95     
2399;* e02 Car                          ;** ;128.8321046548800 -58.0092368554200;  54.775 27.012     ;14.9091   ;25.62      ;4.847    
2400;* e01 Car                          ;** ;128.8148136936300 -58.2247389868500; -21.925 11.574     ;3.98      ;21.00      ;5.234    
2401;NAME Avior                         ;** ;125.62848024 -59.50948419          ;   -25.52 22.06     ;5.39      ;11.60      ;1.86     
2402;* alf Pic                          ;PM*;102.04772968 -61.94138912          ;  -66.07 242.97     ;33.78     ;15.30      ;3.30     
2403;* 36 Dor                           ;PM*;088.5252274382408 -63.0897802873511;148.129 550.143     ;36.5981   ;26.33      ;4.66     
2404;* G Dor                            ;SB*;083.2482039237 -64.2275177547      ;    32.88 -1.53     ;14.08     ;9.6        ;5.341    
2405;* bet Dor                          ;cC*;083.4063165541100 -62.4898267938000;  -0.611 12.950     ;2.9308    ;7.20       ;3.76     
2406;V* R Dor                           ;AB*;069.18996364 -62.07716594          ;  -69.36 -75.78     ;18.31     ;26.1       ;5.40     
2407;* iot Ret                          ;PM*;060.3256291978208 -61.0788229238061;  66.672 94.675     ;9.9842    ;60.98      ;4.956    
2408;* eps Ret                          ;PM*;064.1209506126083 -59.3021544142511;-47.785 -167.806    ;54.2286   ;29.03      ;4.44     
2409;* eta Hor                          ;** ;039.3514526166400 -52.5431089028900;101.535 -20.207     ;25.207    ;-3.00      ;5.293    
2410;* iot Hor                          ;PM*;040.6394444495925 -50.8002930939350;333.716 219.423     ;57.6131   ;16.934     ;5.40     
2411;* chi Phe                          ;PM*;030.4265681201100 -44.7135073151600;-31.417 -47.826     ;8.5414    ;-31.14     ;5.14     
2412;* phi Phe                          ;SB*;028.5917996467100 -42.4969283725100;-33.476 -30.113     ;10.185    ;5.50       ;5.109    
2413;* I Vel                            ;*  ;141.5748216577400 -53.3789082503500; -20.362 10.937     ;7.8356    ;24.00      ;5.089    
2414;* kap Vel                          ;SB*;140.5284067083 -55.0106671342      ;   -11.40 11.52     ;5.70      ;21.9       ;2.473    
2415;* g Car                            ;V* ;139.0503035704 -57.5414724061      ;  -27.15 -14.18     ;6.68      ;-5.20      ;4.318    
2416;* b01 Car                          ;bC*;134.2434049237900 -59.2293376190000;   -8.651 9.224     ;5.1705    ;26.8       ;4.895    
2417;* b02 Car                          ;PM*;134.8507569791233 -59.0837117739619;-175.405 282.080    ;38.0773   ;13.27      ;5.16     
2418;* d Car                            ;Pu*;130.1542815908 -59.7610018642      ;     -6.63 5.32     ;2.26      ;12.90      ;4.313    
2419;* B Car                            ;SB*;122.2526538201975 -61.3023738607369;-145.711 -301.180   ;36.2472   ;23.12      ;4.742    
2420;* D01 Car                          ;Pu*;120.0831949213 -63.5674561244      ;    -1.89 19.21     ;6.53      ;22.1       ;4.806    
2421;* eta02 Dor                        ;PM*;092.8124235374100 -65.5894180225500;-23.255 119.249     ;4.5312    ;34.50      ;5.01     
2422;* eta01 Dor                        ;*  ;091.5390906984500 -66.0396208977600;  13.575 28.139     ;9.5464    ;17.60      ;5.690    
2423;* del Dor                          ;*  ;086.1932421104 -65.7355280828      ;    -28.91 5.17     ;21.80     ;-8.30      ;4.36     
2424;* eps Dor                          ;V* ;087.4730044458 -66.9011885194      ;   -21.81 17.32     ;5.68      ;15.50      ;5.11     
2425;* alf Ret                          ;PM*;063.6061839087 -62.4738587975      ;    41.97 49.42     ;20.18     ;35.50      ;3.36     
2426;* eta Ret                          ;PM*;065.4721905751400 -63.3863907635700; 85.705 176.113     ;8.3377    ;44.15      ;5.24     
2427;* del Ret                          ;V* ;059.6864560358 -61.4001853689      ;    9.80 -14.30     ;6.20      ;-1.4       ;4.57     
2428;* gam Ret                          ;LP*;060.2242024954 -62.1592847261      ;     3.03 34.67     ;6.95      ;-7.0       ;4.50     
2429;* mu. Hor                          ;PM*;045.9034115831700 -59.7377745910400;-73.668 -63.504     ;23.1077   ;17.3       ;5.122    
2430;* zet Hor                          ;SB*;040.1650556146300 -54.5499119187700;   33.395 5.812     ;20.2364   ;-1.1       ;5.21     
2431;* phi Eri                          ;PM*;034.1274401325 -51.5121654203      ;   91.03 -22.23     ;21.22     ;10.40      ;3.57     
2432;* psi Phe                          ;LP*;028.4114209738 -46.3026679986      ;  -93.16 -91.17     ;9.54      ;2.90       ;4.41     
2433;* s Vel B                          ;*  ;157.9860039430900 -45.0696540678100; -15.779 -2.912     ;3.9126    ;-9.00      ;5.99     
2434;* s Vel A                          ;*  ;157.9893188760400 -45.0667177920300; -14.390 -1.200     ;3.9659    ;-0.40      ;5.668    
2435;* Q Vel                            ;*  ;152.2343313096 -51.8112607522      ;    -14.96 0.48     ;2.45      ;14.00      ;4.845    
2436;* phi Vel                          ;*  ;149.2155903092 -54.5677886231      ;    -13.08 3.55     ;2.05      ;13.90      ;3.45     
2437;* O Vel                            ;PM*;145.9259770882900 -53.8912817992900; -67.451 33.101     ;9.3549    ;5.40       ;5.544    
2438;* N Vel                            ;V* ;142.8054954737 -57.0343771611      ;    -32.54 5.87     ;13.65     ;-13.90     ;3.139    
2439;* a Car                            ;SB*;137.7420266183 -58.9668936681      ;   -16.64 15.00     ;7.30      ;23.3       ;3.40     
2440;NAME Aspidiske                     ;V* ;139.2725285717 -59.2752320292      ;   -18.86 11.98     ;4.26      ;12.00      ;2.26     
2441;* c Car                            ;PM*;133.7617842537 -60.6446110589      ;   -28.18 41.48     ;10.20     ;25.00      ;3.80     
2442;* del Vol                          ;*  ;109.2075994650 -67.9571523228      ;     -4.43 8.38     ;4.42      ;24.62      ;3.99     
2443;* nu. Dor                          ;PM*;092.1844249721 -68.8434110236      ;   -50.84 19.01     ;10.88     ;17.00      ;5.038    
2444;* pi.01 Dor                        ;*  ;095.6594823239400 -69.9840445796600;  26.170 34.330     ;4.9606    ;15.7       ;5.542    
2445;* pi.02 Dor                        ;PM*;096.3692945289900 -69.6903000015900;-12.184 200.786     ;11.7563   ;9.1        ;5.38     
2446;* tet Dor                          ;*  ;078.4393987811100 -67.1852582740000;  18.485 38.123     ;6.0186    ;9.61       ;4.801    
2447;* bet Ret                          ;SB*;056.0499226753121 -64.8069141320769; 311.534 83.557     ;30.4404   ;47.38      ;3.833    
2448;* zet02 Ret                        ;** ;049.5534120100488 -62.5063624197311;1331.027 647.725    ;83.0606   ;11.953     ;5.228    
2449;* zet01 Ret                        ;PM*;049.4423477289542 -62.5753201268456;1337.530 649.840    ;83.0240   ;12.488     ;5.54     
2450;* kap Ret                          ;PM*;052.3444892526912 -62.9375289393375;382.538 373.589     ;45.9103   ;13.33      ;4.71     
2451;* 120 Phe                          ;*  ;026.5248557535700 -50.8162544659900; 42.827 -16.559     ;4.73      ;-1.98      ;5.49     
2452;* chi Eri                          ;PM*;028.9894156935588 -51.6088775905311;680.110 294.318     ;56.8508   ;-6.30      ;3.70     
2453;* gam Phe                          ;SB*;022.0913636121 -43.3182361592      ; -18.06 -208.63     ;13.96     ;25.8       ;3.41     
2454;* t Vel                            ;** ;158.2369199765300 -47.0033512099800;  -23.880 5.480     ;2.9655    ;7.04       ;5.027    
2455;* p Vel                            ;SB*;159.32558311 -48.22562079          ;  -133.41 -1.82     ;37.26     ;21.20      ;3.84     
2456;* h Car                            ;*  ;143.6110450612 -59.2297519531      ;    -10.74 6.60     ;2.46      ;18.20      ;4.09     
2457;* m Car                            ;V* ;144.8374978492 -61.3280601906      ;   -34.09 18.55     ;14.45     ;20.00      ;4.498    
2458;* i Car                            ;*  ;137.8196703871 -62.3169804167      ;   -37.48 14.59     ;6.01      ;17.5       ;3.943    
2459;* k Car                            ;*  ;140.2367211280800 -62.4046336265300; -13.780 -0.181     ;14.5169   ;51.12      ;4.800    
2460;* alf Vol                          ;** ;135.6116496704 -66.3960757619      ;   -2.00 -95.51     ;26.11     ;7.60       ;3.990    
2461;* bet Vol                          ;PM*;126.4341446692 -66.1368902650      ; -35.74 -152.22     ;30.33     ;27.40      ;3.759    
2462;* eps Vol                          ;SB*;121.9824769914400 -68.6170646360600; -29.781 29.887     ;5.0597    ;9.00       ;4.398    
2463;* gam02 Vol                        ;PM*;107.1869403982900 -70.4989304021000; 23.620 108.653     ;24.4775   ;2.80       ;3.746    
2464;* gam01 Vol                        ;PM*;107.1765427951200 -70.4970907527400; 11.069 107.302     ;22.7501   ;4.50       ;5.623    
2465;* iot Vol                          ;*  ;102.8624381941700 -70.9634103967500;   2.988 25.636     ;5.6082    ;18.5       ;5.395    
2466;* bet Men                          ;*  ;075.6791586172300 -71.3142991719000;  -4.233 10.850     ;4.7883    ;-11.4      ;5.294    
2467;* mu. Men                          ;Ro*;070.7665176817200 -70.9310262417400;   9.821 34.453     ;6.9699    ;-0.20      ;5.511    
2468;* bet Hor                          ;*  ;044.6991515996900 -64.0712871678900;   23.142 4.943     ;10.1567   ;23.6       ;4.969    
2469;* nu. Hor                          ;PM*;042.2561970580600 -62.8065219516000;  94.372 28.564     ;19.2611   ;30.9       ;5.253    
2470;* gam Hor                          ;*  ;041.3644896743900 -63.7045534571700;  19.119 -8.749     ;17.7373   ;-18.79     ;5.743    
2471;* lam Hor                          ;PM*;036.2246249160200 -60.3119480556700;-71.718 -131.350    ;20.9433   ;28.34      ;5.355    
2472;* q01 Eri                          ;PM*;025.6221438237300 -53.7408309592400;166.041 -105.496    ;57.6409   ;27.662     ;5.52     
2473;* q02 Eri                          ;PM*;026.5260958328200 -53.5220357020800; 126.534 59.909     ;16.0575   ;9.5        ;5.033    
2474;* del Phe                          ;PM*;022.8129364571 -49.0727030103      ;  138.38 153.89     ;22.95     ;-7.30      ;3.935    
