 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
208 	* alf Pic                	PM*	102.04772968 -61.94138912  	     ~	 3.48 	 3.30 	     ~	     ~	A8VnkA6               
209 	* rho Aql                	PM*	303.56924526 +15.19760896  	     ~	 5.013	 4.947	     ~	     ~	A1Va                  
210 	* chi Eri                	pr*	028.98946719 -51.60889791  	     ~	 4.55 	 3.70 	 3.7  	     ~	G8IV                  
211 	* lam Col                	El*	088.27867089 -33.80136331  	 4.16 	 4.72 	 4.87 	 4.94 	 5.09 	B5V                   
212 	* alf Oph                	V* 	263.73362272 +12.56003739  	 2.32 	 2.22 	 2.07 	 1.93 	 1.85 	A5III                 
213 	* mu.01 Cru              	V* 	193.64843562 -57.17792292  	 3.12 	 3.87 	 4.04 	 4.14 	 4.38 	B2IV-V                
214 	* chi Pup                	V* 	119.41711012 -30.33457007  	 5.10 	 4.94 	 4.79 	 4.59 	 4.44 	A7III                 
215 	* bet Lep                	** 	082.06134649 -20.75944105  	 4.13 	 3.66 	 2.84 	 2.19 	 1.75 	G0II                  
216 	* tau Oph                	** 	270.77049968 -08.18034961  	     ~	 5.17 	 4.78 	 5.2  	     ~	F3IV                  
217 	* rho Pav                	dS*	309.39713645 -61.52992069  	     ~	 5.267	 4.863	     ~	     ~	Fm_dD                 
218 	* bet Cen                	bC*	210.95585562 -60.37303516  	     ~	 0.38 	 0.60 	     ~	     ~	B1III                 
219 	NOVA Pup 2007 b          	No*	106.427112 -38.244286      	     ~	16.07 	 4.1  	15.86 	15.85 	~                     
220 	* omi Lup                	*  	222.90959538 -43.57536015  	 3.59 	 4.177	 4.313	     ~	     ~	B5IV                  
221 	BD+77 764A               	*  	302.222292 +77.711422      	     ~	 4.35 	 4.40 	     ~	     ~	~                     
222 	* nu.01 Sgr              	*  	283.54240398 -22.74484020  	     ~	 6.281	 4.859	     ~	     ~	K1II                  
223 	* F Hya                  	*  	130.91822271 -07.23373120  	     ~	 5.443	 4.642	     ~	     ~	G0/2Ib                
224 	* del Dra                	PM*	288.13875819 +67.66154044  	 4.85 	 4.07 	 3.07 	 2.37 	 1.86 	G9III                 
225 	* ksi Dra                	PM*	268.38220676 +56.87264285  	 6.14 	 4.93 	 3.75 	 2.92 	 2.33 	K2III                 
226 	* Q Cyg                  	No*	325.433021 +42.841408      	     ~	15.4  	 3.0  	15.4  	     ~	~                     
227 	* bet Cam                	*  	075.85454013 +60.44224709  	 5.57 	 4.95 	 4.02 	 3.33 	 2.86 	G1Ib-II               
228 	* f Pup                  	** 	114.34212409 -34.96853080  	 4.13 	 4.44 	 4.53 	 4.55 	 4.62 	B8IV/V                
229 	* 12 Per                 	SB*	040.56214871 +40.19394160  	 5.65 	 5.51 	 4.92 	 4.42 	 4.12 	F9V                   
230 	* 72 Leo                 	LP*	168.80094620 +23.09551036  	 8.14 	 6.29 	 4.63 	 3.07 	 1.76 	M3IIb                 
231 	* mu. Her                	** 	266.61469448 +27.72067718  	 4.56 	 4.17 	 3.42 	 2.89 	 2.51 	G5IV                  
232 	GES J12382679-6030470    	*  	189.6117186 -60.5130667    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
233 	* 2 Lyn                  	EB*	094.90576908 +59.01096341  	     ~	 4.476	 4.446	     ~	 4.40 	A2Vs                  
234 	* del Leo                	PM*	168.52708927 +20.52371814  	 2.79 	 2.68 	 2.53 	 2.44 	 2.41 	A5IV(n)               
235 	* tau Vir                	*  	210.41163923 +01.54453181  	     ~	 4.341	 4.244	     ~	 4.11 	A2IV/V                
236 	* gam Tri                	PM*	034.32861264 +33.84719307  	     ~	 4.03 	 4.00 	     ~	 4.05 	A1Vnn                 
237 	* eps Mon A              	*  	095.94201964 +04.59286537  	     ~	 4.593	 4.414	     ~	     ~	A8V(n)                
238 	* rho Ori                	** 	078.32283394 +02.86126329  	 6.76 	 5.63 	 4.44 	 3.59 	 2.99 	K0III                 
239 	* gam02 Vol              	*  	107.18694658 -70.49893390  	     ~	 4.786	 3.768	     ~	     ~	K0III                 
240 	* 64 Eri                 	dS*	074.98223656 -12.53741619  	     ~	 5.033	 4.782	     ~	     ~	F0V                   
241 	* e Boo                  	SB*	207.42847736 +21.26410523  	     ~	 6.33 	 4.91 	     ~	     ~	K4III                 
242 	* psi02 Aqr              	Be*	349.47589051 -09.18251876  	 3.72 	 4.26 	 4.40 	 4.47 	 4.60 	B7/8V                 
243 	V* KQ Pup                	s*r	113.44984928 -14.52388960  	 6.67 	 6.38 	 4.97 	 3.41 	 2.08 	M1Iabe+B2             
244 	* gam Equ                	a2*	317.58541686 +10.13157674  	 5.03 	 4.94 	 4.68 	 4.43 	 4.32 	A9VpSrCrEu            
245 	[BAB2009] C              	PoG	116.725917 +39.005903      	     ~	 0.323	 0.360	 0.444	     ~	~                     
246 	* eps Cen                	bC*	204.97190723 -53.46639115  	 1.16 	 2.08 	 2.30 	 2.45 	 2.70 	B1III                 
247 	* bet Pav                	*  	311.23955829 -66.20321410  	     ~	 3.590	 3.426	     ~	     ~	A7III                 
248 	* tau02 Lup              	** 	216.54505742 -45.37927841  	     ~	 4.747	 4.357	     ~	     ~	F7                    
249 	* sig Lib                	sr*	226.01756698 -25.28196129  	 6.86 	 4.91 	 3.21 	 1.60 	 0.33 	M3/4III               
250 	* nu. Aqr                	*  	317.39853701 -11.37169030  	 6.13 	 5.46 	 4.52 	 3.83 	 3.37 	K0III                 
251 	* nu.03 CMa              	** 	099.47258932 -18.23747828  	 6.61 	 5.57 	 4.42 	 3.56 	 2.97 	K0II/III              
252 	* b Per                  	SB*	064.56090374 +50.29550160  	     ~	 4.652	 4.598	     ~	 4.44 	A1III                 
253 	* 52 Her                 	a2*	252.30924256 +45.98332279  	     ~	 4.914	 4.823	     ~	     ~	A1VpSiSrCr            
254 	* del Cen                	Be*	182.08957349 -50.72242740  	 1.51 	 2.39 	 2.52 	 2.48 	 2.62 	B2Vne                 
255 	* 46 Cet                 	*  	021.40514653 -14.59879638  	     ~	 6.157	 4.918	     ~	     ~	K2III                 
256 	HD 66141                 	*  	120.56640246 +02.33457005  	 6.91 	 5.63 	 4.38 	 3.39 	 2.72 	K2III                 
257 	* H Pup                  	*  	105.97336860 -49.58391692  	     ~	 5.056	 4.933	     ~	     ~	A4IV                  
258 	* tau PsA                	PM*	332.53658532 -32.54840799  	     ~	 5.40 	 4.92 	     ~	     ~	F6V                   
259 	HR 244                   	*  	013.26748341 +61.12397070  	 5.43 	 5.34 	 4.80 	 4.32 	 4.02 	F9V                   
260 	* alf Aql                	dS*	297.69582730 +08.86832120  	 1.07 	 0.98 	 0.76 	 0.62 	 0.49 	A7Vn                  
261 	* 60 Her                 	*  	256.34454255 +12.74082488  	     ~	 5.015	 4.882	     ~	     ~	A3V                   
262 	* bet Tri                	SB*	032.38594634 +34.98729706  	 3.26 	 3.14 	 3.00 	 2.86 	 2.78 	A5III                 
263 	* alf Sex                	*  	151.984529 -00.371653      	     ~	 4.45 	 4.49 	     ~	     ~	A0III                 
264 	* tet Per                	PM*	041.04994601 +49.22844754  	 4.62 	 4.62 	 4.11 	 3.67 	 3.37 	F8V                   
265 	* iot Lep                	** 	078.07459127 -11.86921841  	 3.95 	 4.35 	 4.45 	     ~	     ~	B7.5Vn                
266 	* gam Her                	** 	245.48006002 +19.15312827  	 4.22 	 4.03 	 3.76 	 3.47 	 3.33 	A9IIIbn               
267 	* mu. CMa                	*i*	104.02769123 -14.04343111  	     ~	 6.18 	 5.00 	     ~	     ~	K2/3III               
268 	* zet UMi                	V* 	236.01466214 +77.79449412  	     ~	 4.329	 4.283	     ~	     ~	A3Vn                  
269 	* iot Dra                	V* 	231.23239428 +58.96606512  	 5.68 	 4.45 	 3.29 	 2.51 	 1.91 	K2III                 
270 	* x Vel                  	*  	159.82663809 -55.60326732  	     ~	 5.305	 4.287	     ~	     ~	G2/3Ib                
271 	* eps Cha                	*  	179.90656808 -78.22183830  	     ~	 4.850	 4.898	     ~	     ~	B9V(n)                
272 	* 66 Oph                 	Be*	270.06582603 +04.36861564  	 3.77 	 4.58 	 4.60 	 4.47 	 4.49 	B2Ve                  
273 	* tet And                	** 	004.27291187 +38.68163617  	 4.72 	 4.67 	 4.61 	 4.53 	 4.52 	A2V                   
274 	* eta Ind                	*  	311.00972518 -51.92097139  	     ~	 4.776	 4.519	     ~	     ~	A9IV                  
275 	* alf02 CVn              	a2*	194.00694257 +38.31837614  	 2.44 	 2.76 	 2.88 	 2.98 	 3.05 	A0VpSiEu              
276 	* ups01 Cen              	V* 	209.66978619 -44.80358582  	 2.87 	 3.67 	 3.87 	 4.01 	 4.22 	B2IV-V                
277 	* pi.04 Ori              	SB*	072.80151967 +05.60510342  	 2.700	 3.500	 3.680	 3.74 	 3.90 	B2III                 
278 	* l Car                  	cC*	146.31171343 -62.50790330  	     ~	 4.33 	 3.40 	     ~	     ~	G5Iab/b               
279 	* eta And                	SB*	014.30166743 +23.41764878  	 6.05 	 5.36 	 4.42 	 3.69 	 3.21 	G8IV+G8IV-III         
280 	* bet Boo                	Fl*	225.48650991 +40.39056683  	 5.21 	 4.47 	 3.52 	 2.85 	 2.37 	G8IIIa_Ba0.5          
281 	CCDM J08295-4443AB       	** 	127.36451440 -44.72481212  	 4.04 	 4.83 	 4.99 	     ~	     ~	B3III/IV              
282 	* eps01 Ara              	*  	254.89603667 -53.16043647  	     ~	 5.548	 4.068	     ~	     ~	K3III                 
283 	* alf Cas                	PM*	010.12683778 +56.53733116  	 4.52 	 3.40 	 2.23 	 1.45 	 0.85 	K0IIIa                
284 	* 7 Com                  	*iC	184.08557629 +23.94540833  	     ~	 5.81 	 4.86 	     ~	     ~	G8III                 
285 	* 55 Peg                 	V* 	346.75108186 +09.40949174  	 8.020	 6.080	 4.520	 3.25 	 2.23 	M1III                 
286 	* 20 Mon                 	PM*	107.55700687 -04.23710724  	 6.73 	 5.95 	 4.92 	 4.13 	 3.61 	K0III                 
287 	* gam Dra                	*  	269.15154118 +51.48889562  	 5.630	 3.760	 2.230	 1.08 	 0.23 	K5III                 
288 	* psi07 Aur              	*  	102.69143043 +41.78122964  	     ~	 6.260	 4.988	     ~	     ~	K3III                 
289 	* mu. Cet                	dS*	041.23558742 +10.11414136  	     ~	 4.58 	 4.20 	 4.1  	 4.0  	A9IIIp                
290 	* eta Her                	*  	250.72402122 +38.92225357  	 5.03 	 4.42 	 3.50 	 2.83 	 2.35 	G7.5IIIb              
291 	* phi Dra                	a2*	275.18930101 +71.33781941  	     ~	 4.12 	 4.22 	     ~	     ~	B8V                   
292 	* eps Boo                	** 	221.24673940 +27.07422497  	     ~	 3.36 	 2.39 	     ~	     ~	A0                    
293 	* e Her                  	*  	259.41772614 +37.29149985  	 4.67 	 4.70 	 4.65 	 4.56 	 4.56 	A2V                   
294 	* gam Col                	V* 	089.38420657 -35.28328202  	 3.52 	 4.18 	 4.36 	     ~	     ~	B2.5IV                
295 	* phi Cen                	V* 	209.56777834 -42.10075398  	 2.79 	 3.612	 3.806	     ~	     ~	B2IV                  
296 	* kap Lep                	** 	078.30782337 -12.94129064  	 3.92 	 4.327	 4.421	     ~	     ~	B7V                   
297 	GES J12382203-6038018    	*  	189.5919042 -60.6338372    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
298 	* c Oph                  	Be*	262.85397556 -23.96264266  	 4.75 	 4.81 	 4.81 	 4.74 	 4.72 	A0V                   
299 	* tau Cen                	PM*	189.42568237 -48.54130276  	 3.94 	 3.91 	 3.86 	 3.81 	 3.77 	A1IVnn                
300 	HR 6842                  	*  	274.51329734 -27.04264302  	     ~	 6.332	 4.662	     ~	     ~	K3III                 
301 	* ksi01 CMa              	bC*	097.96402649 -23.41842169  	 3.10 	 4.09 	 4.33 	 4.45 	 4.72 	B0.7IV                
302 	* del Oct                	V* 	216.73013518 -83.66788523  	     ~	 5.643	 4.317	     ~	     ~	K2III                 
303 	* 1 Pup                  	V* 	115.88494408 -28.41088421  	 8.16 	 6.22 	 4.59 	 3.29 	 2.32 	K5III                 
304 	HR 3159                  	*  	120.08319492 -63.56745613  	 4.03 	 4.648	 4.797	     ~	     ~	B4V                   
305 	* bet CVn                	SB*	188.43560344 +41.35747912  	 4.91 	 4.86 	 4.25 	 3.73 	 3.42 	G0V                   
306 	* a Hya                  	*  	130.00613061 -12.47537253  	     ~	 6.421	 4.987	     ~	     ~	K3III                 
307 	* nu. Gem                	Be*	097.24077556 +20.21213490  	 3.51 	 4.00 	 4.14 	 4.17 	 4.28 	B6IVe                 
308 	* del Crt                	PM*	169.83519818 -14.77853925  	 5.66 	 4.67 	 3.56 	 2.73 	 2.13 	K0III                 
309 	V* BE Cam                	LP*	057.38033286 +65.52597263  	 8.49 	 6.36 	 4.48 	 2.77 	 1.35 	M2II                  
310 	* lam Cet                	*  	044.92874947 +08.90735830  	 4.13 	 4.58 	 4.70 	 4.72 	 4.70 	B6III                 
311 	* 17 Lep                 	Sy*	091.24637120 -16.48443612  	 5.29 	 5.17 	 4.93 	     ~	     ~	Ap_sh                 
312 	* kap Cep                	** 	302.22228442 +77.71142087  	 4.24 	 4.355	 4.395	     ~	     ~	B9III                 
313 	* s Eri                  	SB*	039.94995772 -42.89167634  	     ~	 4.81 	 4.75 	     ~	     ~	A1Vb                  
314 	* tau Cyg A              	PM*	318.697754 +38.045375      	     ~	 4.23 	 3.83 	     ~	     ~	~                     
315 	* alf Phe                	SB*	006.57104752 -42.30598719  	     ~	 3.46 	 2.37 	     ~	     ~	K0.5IIIb              
316 	* phi Psc                	** 	018.43727646 +24.58371082  	 6.57 	 5.69 	 4.66 	 3.91 	 3.39 	K0III                 
317 	* ome Sco                	bC*	241.70177884 -20.66919173  	 3.10 	 3.92 	 3.97 	 3.91 	 3.99 	B1V                   
318 	* 52 Cyg                 	*  	311.41563767 +30.71971544  	 6.16 	 5.29 	 4.23 	 3.46 	 2.93 	G9.5III               
319 	* bet Lac                	** 	335.89009894 +52.22904573  	 6.26 	 5.46 	 4.44 	 3.67 	 3.10 	G8.5IIIb              
320 	* ups Peg                	PM*	351.34493127 +23.40410016  	 5.15 	 5.01 	 4.40 	 3.86 	 3.54 	F8IV                  
321 	CoRoT 110778159          	*  	103.5310 -03.1026          	     ~	     ~	 0.000	     ~	     ~	~                     
322 	* tet Gru A              	*  	346.719713 -43.520353      	     ~	 4.833	 4.401	     ~	     ~	~                     
323 	* eps Dra                	** 	297.04312834 +70.26793035  	 5.25 	 4.73 	 3.84 	 3.19 	 2.71 	G8III+F5III           
324 	* 13 Vul A               	*  	298.365392 +24.079603      	     ~	 4.577	 4.642	     ~	     ~	~                     
325 	* eps Oph                	*  	244.58037393 -04.69250958  	 4.95 	 4.21 	 3.23 	 2.54 	 2.05 	G9.5IIIb              
326 	* 106 Her                	V* 	275.07464502 +21.96129601  	 8.54 	 6.54 	 4.96 	 3.62 	 2.62 	M0III                 
327 	* zet Hya                	*  	133.84844223 +05.94556539  	 4.92 	 4.10 	 3.10 	 2.39 	 1.90 	G9II-III              
328 	* 71 Oph                 	*  	271.82649670 +08.73386545  	     ~	 5.598	 4.647	     ~	     ~	G8III                 
329 	* kap Ser                	V* 	237.18490319 +18.14156506  	 7.66 	 5.71 	 4.09 	 2.84 	 1.86 	M0.5III               
330 	* 109 Her                	V* 	275.92454066 +21.76975183  	 6.18 	 5.02 	 3.84 	 2.99 	 2.39 	K2III                 
331 	* o Ori                  	SB*	080.440612 -00.382464      	 3.79 	 4.58 	 4.74 	 4.79 	 4.97 	B2IV                  
332 	HR 1129                  	*  	056.50971197 +63.34504553  	     ~	 5.541	 4.817	     ~	     ~	G0III+...             
333 	* zet Sge                	** 	297.24441574 +19.14204210  	     ~	 5.10 	 5.00 	     ~	     ~	A3V                   
334 	* del Cep                	cC*	337.29277091 +58.41519830  	 4.71 	 4.35 	 3.75 	     ~	 3.219	F5Iab:+B7-8           
335 	* gam Cep                	SB*	354.83688137 +77.63227434  	 5.190	 4.250	 3.220	 2.6  	 2.1  	K1III-IV_CN1          
336 	* b01 Aqr                	*  	350.74260858 -20.10058231  	 6.03 	 5.08 	 3.98 	 3.16 	 2.56 	K0III                 
337 	* i Vel                  	*  	165.03860098 -42.22585900  	 4.62 	 4.50 	 4.39 	 4.26 	 4.19 	A3V                   
338 	* del03 Tau A            	PM*	066.372450 +17.927908      	     ~	 4.30 	 4.25 	     ~	     ~	~                     
339 	GES J12382576-6040413    	*  	189.6074091 -60.6781201    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
340 	* psi Per                	Be*	054.12241593 +48.19263304  	 3.60 	 4.17 	 4.23 	     ~	     ~	B5Ve                  
341 	* iot PsA                	*  	326.23670599 -33.02578278  	 4.18 	 4.29 	 4.34 	 4.35 	 4.38 	A0V                   
342 	* E Car                  	Be*	136.40989586 -70.53849889  	 3.75 	 4.512	 4.654	     ~	     ~	B2(IV)n               
343 	Cl Collinder 399         	Cl*	291.3500 +20.1833          	     ~	 3.93 	 3.6  	     ~	     ~	~                     
344 	* chi Cas                	*  	023.48282088 +59.23204243  	     ~	 5.678	 4.692	     ~	     ~	G9IIIb                
345 	* mu. Eri                	Al*	071.37562660 -03.25466015  	 3.26 	 3.87 	 4.00 	     ~	     ~	B5IV                  
346 	* 8 And                  	V* 	349.43602989 +49.01530048  	 8.50 	 6.53 	 4.86 	 3.40 	 2.14 	M2III                 
347 	* k Lup                  	*  	231.33424262 -38.73361581  	     ~	 4.60 	 4.60 	     ~	     ~	A0V                   
348 	* a Cen                  	Ro*	215.75932929 -39.51181924  	 3.50 	 4.24 	 4.42 	 4.53 	 4.70 	B2V                   
349 	* bet UMi                	V* 	222.67635750 +74.15550394  	 5.32 	 3.55 	 2.08 	 0.97 	 0.21 	K4III                 
350 	* iot Cyg                	*  	292.42649467 +51.72977939  	     ~	 3.917	 3.769	     ~	     ~	A5V                   
351 	* alf TrA                	*  	252.16622951 -69.02771185  	     ~	 3.36 	 1.92 	 1.9  	     ~	K2III_Ba1             
352 	* b03 Aqr                	** 	353.31926250 -20.91450430  	     ~	 4.728	 4.709	     ~	     ~	A0V                   
353 	IC 2581                  	OpC	156.8708 -57.6167          	     ~	 4.79 	 4.3  	     ~	     ~	B0.5                  
354 	* d Per                  	bC*	065.38818986 +46.49887650  	 4.31 	 4.767	 4.814	     ~	     ~	B4IV                  
355 	NGC 6633                 	OpC	276.8800 +06.5700          	     ~	 5.01 	 4.6  	     ~	     ~	~                     
356 	* psi Vel                	** 	142.67499823 -40.46673935  	 3.89 	 3.96 	 3.60 	 3.24 	 3.02 	F3VFe-0.7             
357 	* iot Aur                	V* 	074.24842121 +33.16609957  	 6.00 	 4.22 	 2.69 	 1.63 	 0.81 	K3II-III              
358 	* u Her                  	Al*	259.33153152 +33.10010086  	 3.87 	 4.63 	 4.80 	     ~	     ~	B1.5Vp+...            
359 	* zet Ind                	*  	312.37067351 -46.22682878  	     ~	 6.451	 4.902	     ~	     ~	K5III                 
360 	* tau06 Eri              	PM*	056.71203413 -23.24972349  	     ~	 4.65 	 4.20 	     ~	     ~	F5IV-V                
361 	* v Eri                  	*  	052.65440929 -05.07514552  	     ~	 4.642	 4.727	     ~	     ~	B9III                 
362 	IC 4756                  	OpC	279.6300 +05.4900          	     ~	 4.96 	 4.6  	     ~	     ~	~                     
363 	* psi Boo                	PM*	226.11142641 +26.94764996  	 7.12 	 5.78 	 4.55 	 3.62 	 2.97 	K2III                 
364 	* g Cen                  	sr*	207.36134063 -34.45077580  	 7.15 	 5.69 	 4.19 	 2.06 	 0.19 	M5III                 
365 	* zet Dor                	PM*	076.37773654 -57.47270450  	     ~	 5.193	 4.720	     ~	     ~	F9VFe-0.5             
366 	* 119 Tau                	sr*	083.05313545 +18.59423433  	 8.63 	 6.41 	 4.33 	 2.55 	 1.13 	M2Iab-Ib              
367 	* nu.02 Sgr              	*  	283.77975408 -22.67133847  	 7.80 	 6.30 	 4.98 	 4.04 	 3.38 	K1Ib/II               
368 	* b02 Aqr                	V* 	351.51160692 -20.64201751  	 7.65 	 5.86 	 4.39 	 3.27 	 2.46 	K4III                 
369 	* E Hya                  	PM*	222.57212122 -27.96037002  	 7.28 	 5.81 	 4.41 	 3.33 	 2.57 	K3III                 
370 	* eta Mus A              	*  	198.812254 -67.894586      	     ~	 4.687	 4.780	     ~	     ~	~                     
371 	* psi01 Lup              	*  	234.94157859 -34.41191847  	     ~	 5.639	 4.668	     ~	     ~	G8/K0III              
